

** Fixed Point METHOD IMPLEMENTATION **
--------------------------------------------------
Iteration 1 | xl = 5.000000 | f(xl) = -11.500000 | xr = 0.408248 | f(xr) = 3.044022 | error =0.00    ‰ 
Iteration 19761 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19762 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19763 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19764 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19765 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19766 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19767 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19768 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19769 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19770 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19771 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19772 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19773 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19774 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19775 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19776 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19777 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19778 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19779 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19780 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19781 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19782 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19783 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19784 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19785 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19786 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19787 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19788 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19789 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19790 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19791 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19792 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19793 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19794 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19795 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19796 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19797 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19798 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19799 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19800 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19801 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19802 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19803 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19804 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19805 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19806 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19807 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19808 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19809 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19810 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19811 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19812 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19813 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19814 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19815 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19816 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19817 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19818 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19819 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19820 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19821 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19822 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19823 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19824 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19825 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19826 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19827 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19828 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19829 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19830 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19831 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19832 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19833 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19834 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19835 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19836 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19837 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19838 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19839 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19840 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19841 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19842 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19843 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19844 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19845 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19846 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19847 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19848 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19849 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19850 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19851 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19852 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19853 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19854 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19855 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19856 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19857 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19858 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19859 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19860 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19861 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19862 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19863 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19864 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19865 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19866 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19867 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19868 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19869 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19870 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19871 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19872 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19873 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19874 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19875 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19876 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19877 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19878 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19879 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19880 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19881 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19882 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19883 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19884 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19885 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19886 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19887 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19888 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19889 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19890 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19891 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19892 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19893 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19894 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19895 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19896 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19897 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19898 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19899 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19900 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19901 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19902 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19903 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19904 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19905 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19906 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19907 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19908 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19909 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19910 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19911 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19912 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19913 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19914 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19915 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19916 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19917 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19918 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19919 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19920 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19921 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19922 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19923 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19924 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19925 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19926 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19927 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19928 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19929 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19930 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19931 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19932 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19933 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19934 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19935 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19936 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19937 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19938 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19939 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19940 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19941 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19942 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19943 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19944 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19945 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19946 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19947 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19948 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19949 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19950 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19951 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19952 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19953 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19954 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19955 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19956 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19957 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19958 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19959 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19960 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19961 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19962 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19963 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19964 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19965 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19966 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 19967 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
