

** FIXED POINT METHOD IMPLEMENTATION **
--------------------------------------------------
Iteration-1 | xr = 1.000000 | f(xr) = 632.000000  | error 0.000000%
Iteration-15622 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15623 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15624 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15625 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15626 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15627 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15628 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15629 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15630 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15631 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15632 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15633 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15634 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15635 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15636 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15637 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15638 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15639 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15640 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15641 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15642 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15643 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15644 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15645 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15646 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15647 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15648 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15649 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15650 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15651 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15652 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15653 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15654 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15655 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15656 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15657 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15658 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15659 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15660 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15661 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15662 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15663 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15664 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15665 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15666 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15667 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15668 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15669 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15670 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15671 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15672 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15673 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15674 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15675 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15676 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15677 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15678 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15679 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15680 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15681 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15682 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15683 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15684 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15685 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15686 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15687 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15688 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15689 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15690 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15691 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15692 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15693 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15694 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15695 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15696 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15697 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15698 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15699 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15700 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15701 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15702 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15703 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15704 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15705 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15706 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15707 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15708 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15709 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15710 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15711 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15712 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15713 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15714 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15715 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15716 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15717 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15718 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15719 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15720 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15721 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15722 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15723 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15724 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15725 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15726 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15727 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15728 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15729 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15730 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15731 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15732 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15733 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15734 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15735 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15736 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15737 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15738 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15739 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15740 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15741 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15742 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15743 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15744 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15745 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15746 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15747 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15748 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15749 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15750 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15751 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15752 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15753 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15754 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15755 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15756 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15757 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15758 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15759 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15760 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15761 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15762 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15763 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15764 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15765 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15766 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15767 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15768 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15769 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15770 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15771 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15772 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15773 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15774 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15775 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15776 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15777 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15778 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15779 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15780 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15781 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15782 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15783 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15784 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15785 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15786 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15787 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15788 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15789 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15790 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15791 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15792 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15793 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15794 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15795 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15796 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15797 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15798 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15799 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15800 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15801 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15802 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15803 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15804 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15805 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15806 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15807 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15808 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15809 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15810 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15811 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15812 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15813 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15814 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15815 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15816 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15817 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15818 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15819 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15820 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15821 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15822 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15823 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15824 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15825 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15826 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15827 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15828 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15829 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15830 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15831 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15832 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15833 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15834 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15835 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15836 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15837 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15838 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15839 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15840 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15841 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15842 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15843 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15844 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15845 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15846 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15847 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15848 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15849 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15850 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15851 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15852 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15853 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15854 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15855 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15856 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15857 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15858 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15859 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15860 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15861 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15862 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15863 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15864 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15865 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15866 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15867 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15868 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15869 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15870 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15871 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15872 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15873 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15874 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15875 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15876 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15877 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15878 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15879 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15880 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15881 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15882 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15883 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15884 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15885 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15886 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15887 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15888 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15889 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15890 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15891 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15892 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15893 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15894 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15895 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15896 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15897 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15898 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15899 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15900 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15901 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15902 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15903 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15904 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15905 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15906 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15907 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15908 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15909 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15910 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15911 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15912 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15913 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15914 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15915 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15916 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15917 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15918 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15919 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15920 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15921 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15922 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15923 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15924 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15925 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15926 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15927 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15928 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15929 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15930 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15931 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15932 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15933 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15934 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15935 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15936 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15937 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15938 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15939 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15940 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15941 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15942 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15943 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15944 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15945 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15946 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15947 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15948 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15949 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15950 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15951 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15952 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15953 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15954 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15955 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15956 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15957 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15958 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15959 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15960 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15961 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15962 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15963 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15964 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15965 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15966 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15967 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15968 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
Iteration-15969 | xr = 0.754878 | f(xr) = 7.343602  | error 0.000000%
